id,name
159,Hyosung GT650R n Standard
160,Honda CB Unicorn Standard
161,Hero Splendor Plus Electric Start
162,Bajaj Pulsar 150 DTS- i
163,Bajaj Pulsar 180 DTS- i
164,Yamaha SZ R Standard
165,Bajaj Pulsar 150 DTS- i
166,Bajaj Pulsar 220 F
167,Yamaha Rx 135
168,Honda Activa Deluxe
169,Bajaj Pulsar 150 DTS- i
170,Hyosung GT650R n Standard
171,Hero Karizma ZMR Standard
172,Honda CB Shine Electric Start/Disc/Alloy
173,Hero Super Splendor Electric Start
174,Hero Karizma R
175,Bajaj Pulsar 150 DTS- i
176,Yamaha FZ S Standard
177,Hero Karizma ZMR Standard
178,Honda Activa Deluxe
179,Yamaha FZ16 Standard
180,Yamaha YZF R15 V 2.0
181,Bajaj Platina Platina 100 Spoke Wheel
182,Hero Karizma ZMR Standard
183,Bajaj Pulsar 180 DTS- i
184,Bajaj Pulsar 180 DTS- i
185,Bajaj Discover 125 ST
186,Hero Karizma R
187,Bajaj Pulsar 180 DTS- i
188,Yamaha Rx 135
189,Honda CBF Stunner Kick
190,Bajaj Pulsar 150 DTS- i
191,Bajaj Pulsar 150 DTS- i
192,TVS Star City Alloy wheels
193,Yamaha YZF R15 V 2.0
194,Hero Hunk Rear Drum Brake
195,Bajaj Discover 125 ST
196,Bajaj Pulsar 220 F
197,Royal Enfield Bullet 350 Twinspark Drum /Kick start
198,Honda Aviator Deluxe
199,Honda CB Unicorn Standard
200,Bajaj Discover 125 Disc
201,Honda CB Shine Electric Start/Drum/Alloy
202,Royal Enfield Thunderbird Twinspark
203,Hyosung GT650R n Standard
204,Royal Enfield Bullet 350 Twinspark Drum /Kick start
205,Bajaj Pulsar 200 NS
206,Honda Activa Deluxe
207,Honda CB Unicorn Standard
208,Yamaha Fazer Standard
209,Honda Activa Deluxe
210,Honda CB Unicorn Standard
211,Bajaj Pulsar 200 NS
212,Bajaj Discover 150
213,Yamaha FZ16 Standard
214,Bajaj Pulsar 180 DTS- i
215,Bajaj Pulsar 150 DTS- i
216,Hero Passion PRO Self Alloy
217,Bajaj Pulsar 180 DTS- i
218,Bajaj Pulsar 180 DTS- i
219,Bajaj Pulsar 150 DTS- i
220,Yamaha FZ16 Standard
221,Hero Passion X Pro Drum Kick Alloy
222,Hero Passion X Pro Drum Kick Alloy
223,Royal Enfield Classic 350 Standard
224,Yamaha Rx 135
225,Bajaj Discover 125 Drum
226,Honda Activa Deluxe
227,Honda Aviator Deluxe
228,Honda CB Shine Electric Start/Drum/Alloy
229,Hero Super Splendor Electric Start
230,Hero Impulse Standard
231,Bajaj Platina Platina 100 Spoke Wheel
232,Bajaj Pulsar 180 DTS- i Standard
233,TVS Scooty Pep Plus Standard
234,Hero Hunk Rear Disc Brake
235,Honda CB Shine Kick/Drum/Spokes
236,Bajaj Discover 125 ST Standard
237,Mahindra Flyte Standard
238,Suzuki GS150R Standard
239,Bajaj Pulsar 180 DTS- i Standard
240,Hero Hunk Rear Disc Brake
241,Yamaha YZF R15 V 2.0
242,Bajaj Pulsar 150 DTS- i Standard
243,Hero Hunk Rear Drum Brake
244,Hero Hunk Rear Drum Brake
245,Bajaj Pulsar 150 DTS- i Standard
246,Bajaj Discover 150 Standard
247,Hero Splendor Plus Electric Start
248,Hero Glamour Disc Brake
249,Bajaj Pulsar 150 DTS- i Standard
250,TVS Apache RTR 180 ABS
251,Hero Passion PRO Kick Alloy
252,Bajaj Pulsar 150 DTS- i Standard
253,Bajaj Discover 150 Standard
254,Bajaj Pulsar 150 DTS- i Standard
255,Bajaj Xcd 125 cc
256,Yamaha FZ16 Standard
257,Bajaj Pulsar 220F Standard
258,Yamaha YZF R15 V 2.0
259,Hero Hunk Rear Disc Brake
260,Hero Karizma R
261,Hero Hunk Rear Disc Brake
262,Bajaj Pulsar 135 LS Standard
263,Hero Passion PRO Self Spoke
264,Hero Xtreme Rear Drum Brake
265,Bajaj Pulsar NS200 Standard
266,Honda CB Twister Disc/Electric start
267,Suzuki Access 125
268,Bajaj Pulsar 150 DTS- i Standard
269,Yamaha Fazer Standard
270,Hyosung GT250R Standard
271,Yamaha SS 125 Standard
272,Honda Activa Deluxe
273,Honda CB Shine Electric Start/Drum/Alloy
274,Bajaj Platina Platina 100 Spoke Wheel
275,Royal Enfield Classic 500 Standard
276,Hero Karizma R
277,Honda CBF Stunner FI
278,Hero Hunk Rear Drum Brake
279,Royal Enfield Bullet 350 Twinspark Drum /Kick start
280,TVS Star City Alloy wheels
281,Yamaha SS 125 Standard
282,Bajaj Discover 100 5 Speed
283,TVS Fiero F2 Disc
284,Royal Enfield Classic 500 Standard
285,Bajaj Pulsar 180 DTS- i Standard
286,Bajaj Platina Platina 100 Spoke Wheel
287,Bajaj Avenger 220 DTS- i
288,Honda CBF Stunner Kick
289,Hero Karizma R
290,Hyosung GT650R Standard
291,Honda CB Shine Electric Start/Disc/Alloy
292,Honda CB Shine Electric Start/Disc/Alloy
293,Bajaj Ct 100
294,Honda Activa Deluxe
295,Bajaj Pulsar 150 DTS- i Standard
296,Bajaj Pulsar 180 DTS- i Standard
297,Bajaj Avenger 220 DTS- i
298,Bajaj Pulsar 150 DTS- i Standard
299,Bajaj Pulsar 220F Standard
300,Bajaj Xcd 125 cc
301,TVS Samurai Standard
302,Royal Enfield Thunderbird Twinspark Standard
303,Bajaj Ct 100
304,Bajaj Avenger 220 DTS- i
305,Yamaha Fazer Standard
306,Royal Enfield Bullet Electra Twinspark Disc/Electric start
307,Bajaj Pulsar 180 DTS- i Standard
308,Bajaj Pulsar NS200 Standard
309,Bajaj Pulsar 220F Standard
310,Bajaj Platina Platina 100 Spoke Wheel
311,Yamaha SZ R Standard
312,Bajaj Pulsar 150 DTS- i Standard
313,Bajaj Discover125 Disc Brake
314,Yamaha SZ X Standard
315,Bajaj Discover125 Drum Brake
316,Bajaj Pulsar 150 DTS- i Standard
317,Yamaha YZF R15 V 2.0
318,Yamaha YZF R15 V 2.0
319,Honda Activa Deluxe
320,Bajaj Discover125 Drum Brake
321,Bajaj Pulsar 150 DTS- i Standard
322,Honda CB Unicorn Standard
323,TVS Apache RTR 160 Rear Drum Brake
324,Bajaj Pulsar 150 DTS- i Standard
325,Hyosung GT650R Standard
326,Royal Enfield Classic 350 Standard
327,Hero Karizma R
328,Bajaj Pulsar 150 DTS- i Standard
329,Bajaj Pulsar 150 DTS- i Standard
330,Bajaj Pulsar 220F Standard
331,Royal Enfield Bullet 350 Twinspark Drum /Kick start
332,Honda CB Unicorn Standard
333,Yamaha FZ S Standard
334,Honda Activa Deluxe
335,Honda Activa Deluxe
336,Hero Passion PRO Self Spoke
337,Honda CB Twister Disc/Electric start
338,Honda CB Unicorn Standard
339,Bajaj Pulsar 135 LS Standard
340,TVS Apache RTR 160 Rear Disc Brake
341,Hero Hunk Rear Drum Brake
342,TVS Sport Electric start
343,Bajaj Pulsar 180 DTS- i Standard
344,Hero Karizma ZMR Standard
345,Bajaj Discover 125 ST Standard
346,Bajaj Pulsar 150 DTS- i Standard
347,Bajaj Pulsar 135 LS Standard
348,Hero Passion PRO Kick Alloy
349,Hero Xtreme Rear Drum Brake
350,Honda CB Unicorn Standard
351,Bajaj Pulsar 135 LS Standard
352,Honda Activa Deluxe
353,Hero Passion PRO Self Spoke
354,Honda CB Unicorn Standard
355,TVS Star City Alloy wheels
356,Mahindra Duro Standard
357,Hero Karizma R
358,Honda CBR250R Pearl Sunbeam White-STD
359,Yamaha YZF R15 V 2.0
360,Honda CBF Stunner Kick
361,Hero Xtreme Rear Drum Brake
362,Honda CBR250R Pearl Sunbeam White-STD
363,Bajaj Pulsar 150 DTS- i Standard
364,Bajaj Pulsar 180 DTS- i Standard
365,Royal Enfield Bullet 350 Twinspark Drum /Kick start
366,Kawasaki Ninja 250R Standard
367,Yamaha Fazer Standard
368,Hero Pleasure Standard
369,TVS Apache RTR 160 Rear Drum Brake
370,KTM Duke 200 Standard
371,Hero Passion PRO Kick Alloy
372,Honda CBR250R Pearl Sunbeam White-STD
373,Bajaj Xcd 125 cc
374,Honda CB Unicorn Standard
375,Hero HF Deluxe Kick Start
376,Yamaha SZ R Standard
377,Kawasaki Ninja 250R Standard
378,Hyosung GT650R Standard
379,Bajaj Pulsar 150 DTS- i Standard
380,Hyosung GT650R Standard
381,TVS Apache RTR 180 Standard
382,Bajaj Discover125 Disc Brake
383,Bajaj Caliber 115
384,Hero Passion PRO Self Spoke
385,TVS Fiero F2 Drum
386,Bajaj Pulsar 180 DTS- i Standard
387,Bajaj Platina 125 Dtsi (2009-2012)
388,Bajaj Pulsar 135 LS Standard
389,Bajaj Pulsar 135 LS Standard
390,KTM Duke 200 Standard
391,Vespa LX 125
392,Bajaj Platina Platina 100 Spoke Wheel
393,Bajaj Pulsar 180 DTS- i Standard
394,Honda Activa Deluxe
395,Hero Passion PRO Self Spoke
396,Hero Passion PRO Self Spoke
397,Mahindra Flyte Standard
398,Bajaj Pulsar 150 DTS- i Standard
399,Honda CB Twister Drum/Electric start
400,Honda Activa Deluxe
401,Yamaha YZF R15 V 2.0
402,Bajaj Caliber 115
403,Yamaha YZF R15 V 2.0
404,Royal Enfield Classic 350 Standard
405,Hero Karizma R
406,Yamaha FZ S Standard
407,Honda Activa Deluxe
408,Honda Activa Deluxe
409,Honda Activa Deluxe
410,Bajaj Platina Platina 100 Spoke Wheel
411,Honda Activa Deluxe
412,Hero Glamour Disc Brake
413,Yamaha FZ S Standard
414,Hero Splendor Plus Electric Start
415,Honda Activa Deluxe
416,Bajaj Ct 100
417,Bajaj Pulsar 135 LS Standard
418,Bajaj Pulsar 180 DTS- i Standard
419,Bajaj Pulsar 180 DTS- i Standard
420,Royal Enfield Classic 350 Standard
421,Bajaj Pulsar 150 DTS- i Standard
422,Yamaha Fazer Standard
423,TVS Apache RTR 180 ABS ABS
424,TVS Apache RTR 180 ABS ABS
425,Yamaha FZ S Standard
426,Yamaha FZ16 Standard
427,Yamaha YZF R15 V 2.0
428,KTM Duke 200 Standard
429,Royal Enfield Bullet 350 Twinspark Drum /Kick start
430,Honda Activa Deluxe
431,Honda CBR250R Sports Red-ABS
432,Honda Activa Deluxe
433,Yamaha FZ S Standard
434,TVS Apache RTR 160 Rear Drum Brake
435,Bajaj Caliber 115
436,Hero Passion PRO Self Alloy
437,TVS Apache RTR 160 Rear Disc Brake
438,Royal Enfield Classic 350 Standard
439,Hero Xtreme Rear Drum Brake
440,Bajaj Pulsar 180 DTS- i Standard
441,Bajaj Pulsar 220F Standard
442,TVS Heavy Duty Super XL Standard
443,TVS Apache RTR 160 Rear Disc Brake
444,Honda Activa Deluxe
445,Hero Hunk Rear Disc Brake
446,Bajaj Pulsar 150 DTS- i Standard
447,Hero Passion PRO Self Spoke
448,Suzuki GS150R Standard
449,Bajaj Xcd 125 cc
450,Honda Activa Deluxe
451,Bajaj Pulsar 180 DTS- i Standard
452,Bajaj Caliber 115
453,Yamaha FZ S Standard
454,Honda CBF Stunner Kick
455,Bajaj Pulsar 150 DTS- i Standard
456,Hero Karizma ZMR Standard
457,Hero Karizma R
458,Bajaj Discover125 Drum Brake
459,Bajaj Xcd 125 cc
460,Hero Xtreme Rear Drum Brake
461,Royal Enfield Classic 350 Standard
462,Royal Enfield Bullet Electra Twinspark Disc/Electric start
463,Royal Enfield Bullet Electra Twinspark Disc/Electric start
464,Yamaha FZ16 Standard
465,Bajaj Pulsar 180 DTS- i Standard
466,Hero Splendor PRO Kick Start
467,Hero Splendor NXG Electric Start
468,TVS Star City Alloy wheels
469,Royal Enfield Classic 500 Chrome
470,Bajaj Pulsar 150 DTS- i Standard
471,Bajaj Discover125 Disc Brake
472,Bajaj Avenger 220 DTS- i
473,TVS Apache RTR 160 Rear Drum Brake
474,Bajaj Xcd 125 cc
475,Bajaj Discover125 Disc Brake
476,Yamaha SZ R Standard
477,Honda Activa Deluxe
478,Hero Karizma ZMR Standard
479,Royal Enfield Bullet 350 Twinspark Drum /Kick start
480,Honda Activa Deluxe
481,Honda CBR250R Pearl Sunbeam White-ABS
482,Hero Karizma R
483,TVS Fiero F2 Drum
484,Bajaj Pulsar 150 DTS- i Standard
485,Bajaj Pulsar 180 DTS- i Standard
486,Bajaj Discover 150 Standard
487,Royal Enfield Thunderbird 350 Standard
488,TVS Apache RTR 160 Rear Drum Brake
489,Hero Impulse Standard
490,Suzuki Access 125
491,Honda Activa Deluxe
492,Royal Enfield Thunderbird Twinspark Standard
493,Bajaj Pulsar 150 DTS- i Standard
494,Honda CBF Stunner Kick
495,Bajaj Xcd 135
496,Royal Enfield Classic 500 Standard
497,Bajaj Avenger 200
498,Yamaha FZ16 Standard
499,TVS Apache RTR 160 Rear Disc Brake
500,Royal Enfield Classic 350 Standard
501,Yamaha RX135 Standard
502,Bajaj Pulsar 135 LS Standard
503,Bajaj Pulsar 135 LS Standard
504,Hero Karizma R
505,Bajaj Pulsar 150 DTS- i Standard
506,Honda Activa Standard
507,Hero Splendor Plus Spoke
508,Hero Splendor Plus Electric Start
509,Royal Enfield Bullet 350 Twinspark Drum /Kick start
510,Honda Activa Deluxe
511,Hero Hunk Rear Disc Brake
512,Bajaj Pulsar 150 DTS- i Standard
513,Hero CBZ X-Treme Rear Disc
514,TVS Jive Standard
515,Honda Activa Standard
516,Bajaj Pulsar NS200 Standard
517,TVS Scooty Pep Plus Standard
518,Yamaha SS 125 Standard
519,Honda Activa Deluxe
520,Hero CBZ X-Treme ES
521,Bajaj Pulsar 180 DTS- i Standard
522,Bajaj Platina Platina 100 Spoke Wheel
523,Bajaj Pulsar 150 DTS- i Standard
524,Bajaj Pulsar 180 DTS- i Standard
525,Hero Karizma R
526,Bajaj Avenger 200
527,Hero CBZ X-Treme ES
528,Hero Karizma R
529,Yamaha RX100 Standard
530,Yamaha YZF R1 Standard
531,KTM Duke 200 Standard
532,Honda CBF Stunner Kick
533,Hero CBZ X-Treme Rear Disc
534,Bajaj Pulsar 150 DTS- i Standard
535,Bajaj Pulsar 220F Standard
536,Bajaj Ct 100
537,Bajaj Avenger 220 DTS- i
538,KTM Duke 200 Standard
539,Yamaha Fazer Standard
540,TVS Apache RTR 160 Rear Drum Brake
541,Yamaha SZ R Standard
542,Bajaj Pulsar 150 DTS- i Standard
543,Bajaj Avenger 220 DTS- i
544,Yamaha YZF R15 V 2.0
545,Yamaha Gladiator Standard
546,Yamaha Enticer Standard
547,Yamaha SZ R Standard
548,Bajaj Pulsar 150 DTS- i Standard
549,Suzuki Shogun Standard
550,Royal Enfield Thunderbird Twinspark Standard
551,TVS Apache RTR 160 Rear Disc Brake
552,Bajaj Pulsar 150 DTS- i Standard
553,Bajaj Pulsar 150 DTS- i Standard
554,Yamaha YZF R15 V 2.0
555,Hero Karizma R
556,TVS Apache RTR 180 Standard
557,Bajaj Pulsar 150 DTS- i Standard
558,Hero Hunk Rear Drum Brake
559,Yamaha RX100 Standard
560,Royal Enfield Thunderbird 350 Standard
561,Hero Hunk Rear Drum Brake
562,Royal Enfield Classic 500 Chrome
563,Honda CB Unicorn Standard
564,TVS Flame SR 125 KS
565,Hero Ignitor Disc Brake
566,TVS Apache RTR 160 Rear Drum Brake
567,Yamaha RX100 Standard
568,Yamaha RX135 Standard
569,Bajaj Pulsar 180 DTS- i Standard
570,Bajaj Pulsar 220F Standard
571,TVS Star City Alloy wheels
572,Bajaj Pulsar 150 DTS- i Standard
573,Hero Karizma ZMR Standard
574,Honda Aviator Drum
575,Suzuki Samurai Standard
576,Royal Enfield Thunderbird 350 Disc Self
577,Suzuki Fiero Standard
578,TVS Apache RTR 160 Rear Drum Brake
579,TVS Victor Standard
580,Bajaj Caliber 115
581,Bajaj Pulsar 135 LS Standard
582,Yamaha Fazer Standard
583,TVS Apache RTR 160 Rear Drum Brake
584,Honda CB Unicorn Standard
585,Bajaj Pulsar 150 DTS- i Standard
586,Bajaj Pulsar NS200 Standard
587,Bajaj Pulsar 180 DTS- i Standard
588,Honda CBF Stunner Kick
589,Bajaj Discover 100 5 Speed
590,Honda CB Unicorn Standard
591,Bajaj Pulsar 150 DTS- i Standard
592,Hero CBZ X-Treme ES
593,Hero Karizma R
594,Honda Eterno Standard
595,Bajaj Discover125 Drum Brake
596,Hero CBZ X-Treme ES
597,Hero Splendor NXG Electric Start
598,Bajaj Discover125 Drum Brake
599,Hero Passion X Pro Drum Self Spoke
600,Bajaj Pulsar 150 DTS- i Standard
601,Hero Splendor PRO Kick Start
602,Royal Enfield Thunderbird Twinspark Standard
603,Honda CB Unicorn Standard
604,Honda CBF Stunner Kick
605,Hero Passion PRO Self Alloy
606,Honda CB Twister Disc/Electric start
607,Hyosung GT650R Standard
608,Bajaj Pulsar 150 DTS- i Standard
609,Bajaj Pulsar 135 LS Standard
610,Bajaj Pulsar 135 LS Standard
611,Bajaj Discover 100 T Drum Brake
612,Honda Activa Standard
613,Honda CBR250R Pearl Sunbeam White-STD
614,Hero Splendor Plus Alloy
615,Yamaha FZ16 Standard
616,Honda CB Unicorn Standard
617,TVS Victor Standard
618,Honda Activa Deluxe
619,Hero Karizma R
620,Harley Davidson Forty Eight Standard
621,Honda Activa Deluxe
622,Honda CBR 600F2 Standard
623,TVS Apache RTR 160 Rear Drum Brake
624,Hero Karizma R
625,Hero Pleasure Standard
626,Bajaj Pulsar 150 DTS- i Standard
627,Royal Enfield Classic 350 Standard
628,Bajaj Avenger 220 DTS- i
629,Suzuki Zeus Standard
630,Hero Karizma R
631,Royal Enfield Thunderbird Twinspark Standard
632,TVS Apache RTR 180 Standard
633,Hyosung GT650R Standard
634,Bajaj Pulsar 220F Standard
635,Royal Enfield Electra Standard
636,Bajaj Pulsar 150 DTS- i Standard
637,Honda Activa Deluxe
638,Royal Enfield Classic 500 Standard
639,Honda CBR250R Pearl Sunbeam White-STD
640,Honda Activa Standard
641,TVS Fiero F2 Drum
642,Hero Karizma R
643,Bajaj Pulsar 220F Standard
644,Honda CB Unicorn Standard
645,Honda CB Unicorn Standard
646,Mahindra Flyte Standard
647,Bajaj Pulsar 150 DTS- i Standard
648,TVS Scooty Pep Plus Streak
649,Bajaj Pulsar 150 DTS- i Standard
650,Bajaj Xcd 125 cc
651,Suzuki Hayate Electric Start
652,Bajaj Discover 135 Standard
653,Bajaj Caliber 115
654,Hero Karizma R
655,Bajaj Pulsar 200 Standard
656,Hero Splendor Plus Spoke
657,TVS Star City Spoke Wheels
658,Bajaj Pulsar 180 DTS- i Standard
659,Hero Splendor Plus Spoke
660,Honda CB Twister Disc/Electric start
661,TVS Scooty Pep Plus Standard
662,TVS Flame SR 125 KS
663,Bajaj Discover 135 Standard
664,Royal Enfield Thunderbird Twinspark Standard
665,Royal Enfield Classic 350 Standard
666,Bajaj Discover 135 Standard
667,Suzuki Access 125
668,Bajaj Pulsar 150 DTS- i Standard
669,Bajaj Avenger 200
670,Bajaj Ct 100
671,Honda CB Unicorn GP E
672,Hero Splendor Plus Spoke
673,Royal Enfield Thunderbird 350 Standard
674,Yamaha Libero Standard
675,Yamaha FZ16 Standard
676,Yamaha FZ S Standard
677,Yamaha RD 350
678,Yamaha RD 350
679,Hero Splendor Plus Spoke
680,Honda CB Unicorn Standard
681,TVS Scooty Pep Plus Streak
682,Yamaha FZ S Standard
683,Yamaha R1 Standard
684,TVS Scooty Pep Plus Teens
685,Hyosung GT650R Standard
686,Hero Karizma ZMR Standard
687,Yamaha Enticer Standard
688,Yamaha SZ R Standard
689,Yamaha Fazer Standard
690,Hero Passion PRO Self Spoke
691,KTM Duke 200 Standard
692,Bajaj Pulsar 220 Fi Standard
693,Royal Enfield Bullet 350 Twinspark Drum /Kick start
694,Kawasaki Ninja 250R Standard
695,Yamaha RXZ Standard
696,Hero Hunk Rear Disc Brake
697,Yamaha RXG Standard
698,Bajaj Pulsar 150 DTS- i Standard
699,Bajaj Discover125 Disc Brake
700,Hero Karizma ZMR Standard
701,Hero Hunk Rear Disc Brake
702,Bajaj Pulsar 220 Fi Standard
703,Bajaj Pulsar 150 DTS- i Standard
704,Yamaha RX100 Standard
705,Royal Enfield Thunderbird 350 Standard
706,Yamaha SZ R Standard
707,Bajaj Pulsar 180 DTS- i Standard
708,Royal Enfield Bullet 500 Standard
709,Bajaj Xcd 125 cc
710,Honda Activa Deluxe
711,Hero Splendor Plus Spoke
712,Honda CB Twister Drum/Electric start
713,Royal Enfield Bullet 500 Standard
714,Bajaj Platina Platina 100 Spoke Wheel
715,Hero Ignitor Disc Brake
716,Honda Activa Standard
717,Honda CBF Stunner FI
718,Royal Enfield Thunderbird 350 Standard
719,Honda CB Shine Electric Start/Disc/Alloy
720,Bajaj Pulsar 135 LS Standard
721,Honda CB Unicorn GP E
722,Bajaj Pulsar 150 DTS- i Standard
723,Honda Activa Deluxe
724,Suzuki GS150R Standard
725,Royal Enfield Bullet 500 Standard
726,Royal Enfield Bullet 350 Twinspark Drum /Kick start
727,Yamaha YZF R15 V 2.0
728,Hero Xtreme Rear Disc Brake
729,Hero Impulse Standard
730,Hero Impulse Standard
731,Bajaj Discover 150 Standard
732,Bajaj Pulsar 180 DTS- i Standard
733,Yamaha RX135 Standard
734,Bajaj Xcd 125 cc
735,Yamaha YZF R15 V 2.0
736,Yamaha RX100 Standard
737,Hero Karizma R
738,Bajaj Pulsar 150 DTS- i Standard
739,Bajaj Pulsar 180 DTS- i Standard
740,TVS Star City Alloy wheels
741,Hero Splendor Plus Alloy
742,Bajaj Discover 100 4 Speed
743,Yamaha Fazer Standard
744,Hero Passion PRO Self Spoke
745,Honda CB Unicorn Standard
746,Honda Activa-i Standard
747,Hero CBZ X-Treme ES
748,Bajaj Platina Platina 100 Spoke Wheel
749,Yamaha YBR 110 Standard
750,Yamaha YZF R15 V 2.0
751,Yamaha YZF R15 V 2.0
752,Bajaj Pulsar 150 DTS- i Standard
753,Bajaj Pulsar 150 DTS- i Standard
754,Bajaj Discover 125 ST Standard
755,Hero Passion X Pro Drum Self Spoke
756,Hero Passion PRO Self Spoke
757,Honda Aviator Deluxe
758,Yamaha Fazer Standard
759,Honda CBF Stunner FI
